"","post_username","post_ID","post_comment","message_ID","sentiment","DatetimeSF","DatetimeSG","DateSG","Hour","Dayofweek","wordcount","mean","vNegTerms","negTerms","posTerms","vPosTerms"
"2572","Memem Hassan","8.6e+14","not all taxi driver will entertain because they require daily cash. i tried to book before but the respond time was too long wherelse if i book under cash, it will take about 3 minutes for the taxi to arrive.  There pros and cons when it comes to justgrab application (price)","794275410724445_796211977197455","neutral",2017-04-02 09:55:33,2017-04-03 01:55:33,"2017-4-3",1,1,51,0,0,0,0,0
"2573","Lau Kelvin","1.8e+15","Great promo,thanks for extending promo '1010' till 9th April too !!!!!!!","794275410724445_797709397047713",NA,2017-04-04 22:49:22,2017-04-05 14:49:22,"2017-4-5",14,3,11,3,0,0,1,0
"2574","Kay Woo","1.02e+16","I have used it thrice and it worked perfect for me.","794275410724445_797474100404576",NA,2017-04-04 14:07:10,2017-04-05 06:07:10,"2017-4-5",6,3,11,3,0,0,1,0
"2575","Edmund Goh","4.99e+14","Is benefit for passengers but for driver even taxi or grabcar tink alot of ppl will throw key in not long time n if yr any of yr family member driving taxi  to earn a living how could they servive.","794275410724445_797553147063338",NA,2017-04-04 16:45:01,2017-04-05 08:45:01,"2017-4-5",8,3,40,2,0,0,1,0
"2576","RzVfr Abrahman","1.33e+15","Why dont have Grab Bike?May be if have im the 1st one apply?ha ha...","794275410724445_798356266983026",NA,2017-04-05 14:27:01,2017-04-06 06:27:01,"2017-4-6",6,4,14,2,0,0,1,0
"2577","Nick Yang","1.02e+16","Whao! Justgrab for Taxi commission 10%, Grabcar commission 20% come i clap for you. ","794275410724445_797462153739104",NA,2017-04-04 13:44:07,2017-04-05 05:44:07,"2017-4-5",5,3,15,0,0,0,0,0
"2578","Cassandra Lum Zhi Xin","1.02e+16","Now the fares are permanently high.. no longer cheap","794275410724445_798416503643669",NA,2017-04-05 16:30:52,2017-04-06 08:30:52,"2017-4-6",8,4,9,0,0,1,0,0
"2579","Manaf Al Ansari","1.02e+16","Is there still a booking fee imposed by taxi company if a taxi that comes by using JustGrab ?","794275410724445_794292287389424",NA,2017-03-30 04:29:02,2017-03-30 20:29:02,"2017-3-30",20,4,19,-1,0,1,0,0
"2580","Jagdeep Jessica","1.02e+16","Hi, took the first nonpromo ride  but did not get the $5 discount for the second ride. Kindly advise. Tks.","794275410724445_794561837362469",NA,2017-03-30 15:25:32,2017-03-31 07:25:32,"2017-3-31",7,5,20,0,0,0,0,0
"2581","Goh Poh Guan","1.02e+16","Waiting time this morning 7:18 Less Than 2mins (Y) From my home to camp (Transcab Wish Fixed Fare of 9SGD)","794275410724445_794296427389010",NA,2017-03-30 04:36:00,2017-03-30 20:36:00,"2017-3-30",20,4,20,1,0,0,1,0
"2582","Grace PM Wong","1.02e+16","I tried using the Promo JustGrab5 this morning n again was rejected . Waste of time.","794275410724445_797928973692422",NA,2017-04-05 04:37:42,2017-04-05 20:37:42,"2017-4-5",20,3,16,-1,0,2,0,0
"2583","Yip Chong Hua","1.37e+15","LTA will be increasing Taxi and PHV fares in Singapore. Look up for more news.","794275410724445_796064743878845",NA,2017-04-02 03:00:52,2017-04-02 19:00:52,"2017-4-2",19,0,15,0,0,0,0,0
"2584","Jason Ng","1.53e+15","Soon will become justgrab ambulance or justgrab police.","794275410724445_795368340615152",NA,2017-03-31 22:50:30,2017-04-01 14:50:30,"2017-4-1",14,6,8,0,0,0,0,0
"2585","Clive Christopher Chua","1.02e+16","Just used it! It's great!! Love the promos Grab!","794275410724445_794363054049014","positive",2017-03-30 07:25:30,2017-03-30 23:25:30,"2017-3-30",23,4,9,3,0,0,2,0
"2586","Wil Ng","1.87e+15","Ya. Grabcar become expensive. May switch to Uber.","794275410724445_795448290607157",NA,2017-04-01 02:36:05,2017-04-01 18:36:05,"2017-4-1",18,6,8,0,0,0,0,0
"2587","Daniel Goh","1.02e+16","It dirt cheap because they make taxis drivers as sucker","794275410724445_796853447133308",NA,2017-04-03 12:32:23,2017-04-04 04:32:23,"2017-4-4",4,2,10,-2,0,1,0,0
"2588","Fulcum Daniel","1.02e+16","Hi if I take the first ride at 1150pm meaning there will be no 2nd ride right? Giving that it has to be in the same day?","791643544320965_793047047513948",NA,2017-03-27 15:35:22,2017-03-28 07:35:22,"2017-3-28",7,2,27,0,0,1,0,0
"2589","Mitch Lin","1.02e+16","Hi, I have recently clocked in 2 GrabTaxi rides but did not accumulate points for my rewards. Please advise.","791643544320965_792743660877620",NA,2017-03-27 03:32:38,2017-03-27 19:32:38,"2017-3-27",19,1,19,1.5,0,0,2,0
"2590","Mel Teo","1.5e+15","2nd ride must be same day?","791643544320965_792692917549361",NA,2017-03-27 01:48:41,2017-03-27 17:48:41,"2017-3-27",17,1,6,0,0,0,0,0
"2591","Shena Foo","1.02e+16","Any limit per day ?","791643544320965_792978207520832",NA,2017-03-27 12:57:12,2017-03-28 04:57:12,"2017-3-28",4,2,5,0,0,0,0,0
"2592","Sammy Kay","1.32e+15","When are cash codes going to be posted?","791643544320965_791779467640706",NA,2017-03-25 12:29:59,2017-03-26 04:29:59,"2017-3-26",4,0,8,0,0,0,0,0
"2593","Steven Ong","1.4e+15","Hi,is that can use EZilnk to do payment? Because some taxi driver cannot use EZlink card to do payment.","791643544320965_793861797432473",NA,2017-03-29 07:01:43,2017-03-29 23:01:43,"2017-3-29",23,3,19,0,0,0,0,0
"2594","Gillian Chan","7.29e+14","Dylan Alexander We heard you and were bringing this promotion back! Just take 1 GrabCar ride each day, and youll get $8 off your second GrabCar ride of the day, every day. All you need to do is pay via GrabPay (debit/credit card) and apply the promo code 8CAR.  Promotion is valid from 25 March to 28 March. Max 1 redemption per user per day. Hurry, limited to 15,000 redemptions daily!","791643544320965_792207367597916",NA,2017-03-26 06:42:26,2017-03-26 22:42:26,"2017-3-26",22,0,71,-0.5,0,1,0,0
"2595","Scott Woodman","4.71e+14","getting better and better. Uber better buck up","791643544320965_791650240986962",NA,2017-03-25 06:44:35,2017-03-25 22:44:35,"2017-3-25",22,6,8,2,0,0,3,0
"2596","Mun Wai","1.02e+16","Normal grab car ride first and second ride apply this code?","791643544320965_792146847603968",NA,2017-03-26 03:49:32,2017-03-26 19:49:32,"2017-3-26",19,0,11,0,0,0,0,0
"2597","Alenzo Gill","9.67e+14","0","791643544320965_791814577637195",NA,2017-03-25 13:36:08,2017-03-26 05:36:08,"2017-3-26",5,0,0,0,0,0,0,0
"2598","Azman Shazmani","1.83e+15","0","791643544320965_793315630820423",NA,2017-03-28 05:19:59,2017-03-28 21:19:59,"2017-3-28",21,2,0,0,0,0,0,0
"2599","Steven Ong","1.4e+15","Grab Grabpay also cannot settings EZlink payment.","791643544320965_793862820765704",NA,2017-03-29 07:05:47,2017-03-29 23:05:47,"2017-3-29",23,3,7,0,0,0,0,0
"2600","Steven Ong","1.4e+15","Why,why,why????","791643544320965_793862897432363",NA,2017-03-29 07:06:21,2017-03-29 23:06:21,"2017-3-29",23,3,1,0,0,0,0,0
"2601","Chaddy Manansala","5.03e+14","Love grab service","791643544320965_794006397418013","positive",2017-03-29 14:00:53,2017-03-30 06:00:53,"2017-3-30",6,4,3,3,0,0,1,0
"2602","Brendon Luh","3.43e+14","One question what next ? Grabtrain ? Grabcycle ? What a confuse app","791643544320965_793898837428769",NA,2017-03-29 09:16:30,2017-03-30 01:16:30,"2017-3-30",1,4,13,-2,0,1,0,0
"2603","Steven Ong","1.4e+15","0","791643544320965_793880884097231",NA,2017-03-29 08:18:13,2017-03-30 00:18:13,"2017-3-30",0,4,0,0,0,0,0,0
"2604","Jane Tan","1.85e+14","We want this promo again. Pls.","791643544320965_794837847334868",NA,2017-03-31 04:11:31,2017-03-31 20:11:31,"2017-3-31",20,5,6,1,0,0,1,0
"2605","Nurshifa Shaik Hussain","1.02e+16","Jesvin Dave Kaur","791643544320965_791782210973765",NA,2017-03-25 12:34:41,2017-03-26 04:34:41,"2017-3-26",4,0,3,0,0,0,0,0
"2606","Nevell Koh","1.02e+16","Sebastian Ng","791643544320965_792589110893075",NA,2017-03-26 22:07:18,2017-03-27 14:07:18,"2017-3-27",14,1,2,0,0,0,0,0
"2607","Nur Idayu","1.24e+15","Shahrul Andean","791643544320965_791924424292877",NA,2017-03-25 17:49:04,2017-03-26 09:49:04,"2017-3-26",9,0,2,0,0,0,0,0
"2608","Albert Boon Hui","1.02e+16","Lee Ee Chee","791643544320965_792777730874213",NA,2017-03-27 04:45:22,2017-03-27 20:45:22,"2017-3-27",20,1,3,0,0,0,0,0
"2609","Grab","2.3e+14","Unfortunately, 4SHARE promotion campaign is fully redeemed for today. Thank you for your support in us.","791585730993413_793887887429864",NA,2017-03-29 08:39:01,2017-03-30 00:39:01,"2017-3-30",0,4,16,2,0,0,4,0
"2610","Grab","2.3e+14","This promotion has been fully redeemed for today. Thank you for choosing Grab!","791585730993413_792874520864534",NA,2017-03-27 08:17:00,2017-03-28 00:17:00,"2017-3-28",0,2,13,2,0,0,2,0
"2611","Grab","2.3e+14","This promotion has been fully redeemed for today. Thank you for choosing Grab!","791585730993413_793382947480358",NA,2017-03-28 08:56:25,2017-03-29 00:56:25,"2017-3-29",0,3,13,2,0,0,2,0
"2612","Grab","2.3e+14","This promotion has been fully redeemed for today. Thank you for choosing Grab!","791585730993413_792880070863979",NA,2017-03-27 08:29:11,2017-03-28 00:29:11,"2017-3-28",0,2,13,2,0,0,2,0
"2613","Felicia Elizabeth Low","1.02e+16","Has it been fully redeemed for today?","791585730993413_794471510704835",NA,2017-03-30 11:55:56,2017-03-31 03:55:56,"2017-3-31",3,5,7,2,0,0,1,0
"2614","Leon Heng","1.02e+16","Hey it doesn't work","791585730993413_795007090651277",NA,2017-03-31 09:57:33,2017-04-01 01:57:33,"2017-4-1",1,6,4,0,0,0,0,0
"2615","Pris Toh","1.02e+16","Why does it say I'm not eligible for this code??","791585730993413_794213074064012",NA,2017-03-30 00:27:17,2017-03-30 16:27:17,"2017-3-30",16,4,10,0,0,0,0,0
"2616","Jing Wen","2.05e+15","I tried at 8am in the morning and it didnt work..","791585730993413_794053357413317",NA,2017-03-29 16:15:30,2017-03-30 08:15:30,"2017-3-30",8,4,11,0,0,0,0,0
"2617","June Tan","6.63e+14","Just now I try to book but cannot","791585730993413_793457857472867",NA,2017-03-28 12:25:07,2017-03-29 04:25:07,"2017-3-29",4,3,8,0,0,0,0,0
"2618","Brenda Tan","1.02e+16","lol lousiest code ever , not even 6pm where people end work the code is already invalid .. compare to last time where even it's 6/7 it's still available but not this time ! Don't even know if the code exist","791585730993413_793389544146365",NA,2017-03-28 09:21:02,2017-03-29 01:21:02,"2017-3-29",1,3,41,3,0,0,1,0
"2619","Melissa Bek","1.02e+16","15000 redemptions everyday within 6hrs. So fake. Everyday before peak hr say fully redeemed so that we have to use grab car/taxi in order to profit more. Well played.","791585730993413_794593784025941",NA,2017-03-30 16:34:27,2017-03-31 08:34:27,"2017-3-31",8,5,29,-0.5,0,1,1,0
"2620","Gordon Loh","1.02e+16","I think the marketing dept needs to look at the infographic. I'm not saying this as an angry customer, I fully understand how it works. I think its more for the Drivers. The mentality obtained from looking at this infographic (or any of the prev ones), gives some passengers the fixated view that ""I get up first, i should get off first"", even if it doesn't make sense route wise. Just my 2 cents that better information availability would ease the pressure on the drivers (faced from such passengers)","791585730993413_794323304052989",NA,2017-03-30 05:49:38,2017-03-30 21:49:38,"2017-3-30",21,4,89,0,0,2,2,0
"2621","Pei Ying","3.31e+14","Grab gives $3 promo but gets fully redeemed at a later timing, people complain because it isn't $4 or a $5 off.  Grab gives $4 promo, people complain, because they weren't fast enough to redeem before it ran out. Lol Grab can't win  (but please do increase the capacity from 15'000 to 20'000 per day to include more people!) Hoping for the continuity of the $4/$5 off GrabShare promo next week!","791585730993413_794650017353651",NA,2017-03-30 18:48:54,2017-03-31 10:48:54,"2017-3-31",10,5,72,1.125,0,2,5,1
"2622","Megawati Sutisna","1.02e+16","High fare when want to use the promo.. $29 versus $12 (from uber) lol.. ridiculous!!","791585730993413_793484270803559",NA,2017-03-28 13:34:08,2017-03-29 05:34:08,"2017-3-29",5,3,15,0.333333333333333,0,1,2,0
"2623","Why Not Deals Singapore","9.53e+14","This promotion has been featured at https://www.whynotdeals.com/deals/grabsingapore4offgrabshareridespromotion2531mar2017/","791585730993413_792098770942109",NA,2017-03-26 01:47:22,2017-03-26 17:47:22,"2017-3-26",17,0,7,0,0,0,0,0
"2624","Chris Cheong","1.02e+16","really? Fully redeemed? Mine out doesn't exist. Usually fully redeem is another msg isn't it?","791585730993413_792889594196360",NA,2017-03-27 09:00:40,2017-03-28 01:00:40,"2017-3-28",1,2,15,2,0,0,1,0
"2625","Jeremy Lim","1.85e+15","it is only can redeem 2 time promo code per day ? Because I've redeem 2 time promo code in the morning, now I want to use another promo code , but the app just show me is ""eligible"" for the promo code .","791585730993413_793947204090599",NA,2017-03-29 11:13:19,2017-03-30 03:13:19,"2017-3-30",3,4,44,1,0,0,1,0
"2626","Jenny Sim","1.02e+16","why this quote no longer found in app? I thought is till 31 Mar?","791585730993413_793887874096532",NA,2017-03-29 08:38:56,2017-03-30 00:38:56,"2017-3-30",0,4,14,0,0,1,0,0
"2627","Edward Wong","1.02e+16","Y don't i c grab share on my Grab apps?i saw Just grab after update latest version?","791585730993413_793995050752481",NA,2017-03-29 13:28:42,2017-03-30 05:28:42,"2017-3-30",5,4,17,1,0,0,1,0
"2628","Raimy Sani","1.02e+16","Just because $4/$5 off make so much noise.. Can't afford just take bus lor. Bloody cheapos. ","791585730993413_794700587348594",NA,2017-03-30 21:42:30,2017-03-31 13:42:30,"2017-3-31",13,5,17,-3,0,1,0,0
"2629","Pyae Phyoe","1.64e+15","This code is something wrong ..before 5 pm fully redeemed..","791585730993413_793902184095101",NA,2017-03-29 09:21:09,2017-03-30 01:21:09,"2017-3-30",1,4,10,0,0,1,1,0
"2630","Pyae Phyoe","1.64e+15","Should change to 1 person 1 time redeem per day","791585730993413_793394194145900",NA,2017-03-28 09:28:26,2017-03-29 01:28:26,"2017-3-29",1,3,10,0,0,0,0,0
"2631","Aaron Ong","1.02e+16","U should just put 9am3pm. Cos it's invalid after that. Everyday. False advertising ?","791585730993413_793942590757727",NA,2017-03-29 10:57:52,2017-03-30 02:57:52,"2017-3-30",2,4,14,0,0,0,0,0
"2632","Xueting Woon","1.84e+15","The promo code not even working at all , so how is it consider working when you post to let everyone know it's able to use? Lol","791585730993413_794461647372488",NA,2017-03-30 11:23:40,2017-03-31 03:23:40,"2017-3-31",3,5,27,3,0,0,1,0
"2633","Saravanan Krishnan","4.71e+14","0","791585730993413_794747067343946",NA,2017-03-31 00:28:20,2017-03-31 16:28:20,"2017-3-31",16,5,0,0,0,0,0,0
"2634","Alenzo Gill","9.67e+14","0","791557300996256_791817437636909",NA,2017-03-25 13:44:01,2017-03-26 05:44:01,"2017-3-26",5,0,0,0,0,0,0,0
"2635","Wei Jie Ho","1.02e+16","Grab share is terrible, the algorithms to match people is more of a desperate measure than intelligence","790455321106454_790978251054161",NA,2017-03-24 01:30:11,2017-03-24 17:30:11,"2017-3-24",17,5,17,-1.66666666666667,0,2,1,0
"2636","Uber/Grab Singapore News and Promo codes","1.83e+15"," Can give better promos ? Who hasn't already used GrabShare ? Not many users will qualify for this promo.","790455321106454_790807417737911",NA,2017-03-23 17:45:05,2017-03-24 09:45:05,"2017-3-24",9,5,20,2,0,0,1,0
"2637","Jake Teo","1.86e+15","Yes, thousands have try and love it but even more thousands have try and hate it!","790455321106454_790581751093811","positive",2017-03-23 09:43:08,2017-03-24 01:43:08,"2017-3-24",1,5,16,0.333333333333333,0,1,2,0
"2638","Why Not Deals Singapore","9.53e+14","This promotion has been featured at https://www.whynotdeals.com/deals/grabsingapore7off1st2grabshareridespromotion2331mar2017/","790455321106454_790765957742057",NA,2017-03-23 15:58:22,2017-03-24 07:58:22,"2017-3-24",7,5,7,0,0,0,0,0
"2639","Gillian Chan","7.29e+14","Dylan Alexander thousands have tried GrabShare and loved it. See what youre missing and enjoy rides that cost up to 30% less than GrabCar's. This 2331 March, book your first two GrabShare rides at $7 OFF with the promo code TRYSHARE. So if youre not in a rush, try GrabShare and save today! More details here: grb.to/trysharefb.  Limited to 30K redemptions only. T&Cs apply.","790455321106454_792207680931218","positive",2017-03-26 06:42:49,2017-03-26 22:42:49,"2017-3-26",22,0,64,0.8,0,2,3,0
"2640","Jojo Chan","1.5e+15","7 DAYS and No update regarding my Grabpay being disabled? AWESOME Customer service","790455321106454_790974777721175",NA,2017-03-24 01:15:48,2017-03-24 17:15:48,"2017-3-24",17,5,13,4,0,1,0,1
"2641","Sheng Lu","1.29e+15","The customer service is like bullshit, three weeks until now no reply even I  reported the same issue for many times.","790455321106454_791076657710987",NA,2017-03-24 05:54:58,2017-03-24 21:54:58,"2017-3-24",21,5,21,-2,1,1,0,0
"2642","Juyyo","1.64e+15","This Promo code have been Featured on https://www.juyyo.com/promo/2_ZeRXP/grabshare2331march7offpromocode","790455321106454_791554894329830",NA,2017-03-25 01:52:12,2017-03-25 17:52:12,"2017-3-25",17,6,8,0,0,0,0,0
"2643","Alenzo Gill","9.67e+14","0","790455321106454_790661537752499",NA,2017-03-23 11:57:50,2017-03-24 03:57:50,"2017-3-24",3,5,0,0,0,0,0,0
"2644","Love Mark Gavin GM","5.01e+14","Gup pm sir prangkesa po ba ang ssakyan kong ippasok sa grab?tnx","790455321106454_790576067761046",NA,2017-03-23 09:29:30,2017-03-24 01:29:30,"2017-3-24",1,5,12,0,0,0,0,0
"2645","Michio Ong","1.02e+16","Ong Michelle help me to call if you don't use ok? ","790455321106454_790957317722921",NA,2017-03-24 00:22:10,2017-03-24 16:22:10,"2017-3-24",16,5,12,2,0,0,1,0
"2646","","1.28e+15","No loyalty needed.","790455321106454_790569424428377",NA,2017-03-23 09:11:16,2017-03-24 01:11:16,"2017-3-24",1,5,3,3,0,1,1,0
"2647","Alenzo Gill","9.67e+14","Esmeralda Apps","790455321106454_790661597752493",NA,2017-03-23 11:58:02,2017-03-24 03:58:02,"2017-3-24",3,5,2,0,0,0,0,0
"2648","Alenzo Gill","9.67e+14","Shannen Happybudz","790455321106454_790661577752495",NA,2017-03-23 11:57:56,2017-03-24 03:57:56,"2017-3-24",3,5,2,0,0,0,0,0
"2649","Hannah Looi","1.02e+16","Bernice Cheong","790455321106454_790690857749567",NA,2017-03-23 12:53:32,2017-03-24 04:53:32,"2017-3-24",4,5,2,0,0,0,0,0
"2650","Sritharchana Jayaprakas","1.02e+16","Raj Shan","790455321106454_794226877395965",NA,2017-03-30 01:19:53,2017-03-30 17:19:53,"2017-3-30",17,4,2,0,0,0,0,0
"2651","Gwendaline Chan","1.02e+16","Calen Oon Alan Wong","790455321106454_792391254246194",NA,2017-03-26 14:14:27,2017-03-27 06:14:27,"2017-3-27",6,1,4,0,0,0,0,0
"2652","Michio Ong","1.02e+16","Mirene MeKayler Tan","790455321106454_790955784389741",NA,2017-03-24 00:19:38,2017-03-24 16:19:38,"2017-3-24",16,5,3,0,0,0,0,0
"2653","Muhammad Hafiz Bin Darlis","1.02e+16","Nur Fadilah Binte Ramli","790455321106454_790957061056280",NA,2017-03-24 00:21:00,2017-03-24 16:21:00,"2017-3-24",16,5,4,0,0,0,0,0
"2654","Jamie Lek","1.02e+16","Alex Mok","790455321106454_793702370781749",NA,2017-03-29 00:56:05,2017-03-29 16:56:05,"2017-3-29",16,3,2,0,0,0,0,0
"2655","Zac Yap","1.02e+16","Rouis Yap","790455321106454_791562787662374",NA,2017-03-25 02:13:52,2017-03-25 18:13:52,"2017-3-25",18,6,2,0,0,0,0,0
"2656","Chong Kim Chen","1.02e+16","Chong Lipin","790455321106454_790637691088217",NA,2017-03-23 11:31:26,2017-03-24 03:31:26,"2017-3-24",3,5,2,0,0,0,0,0
"2657","Zen ZoomZoom Lee","1.53e+15","Link protected by what password please?","790430734442246_790436377775015",NA,2017-03-23 02:21:24,2017-03-23 18:21:24,"2017-3-23",18,4,6,1,0,0,2,0
"2658","Alenzo Gill","9.67e+14","0","790430734442246_790694307749222",NA,2017-03-23 13:00:06,2017-03-24 05:00:06,"2017-3-24",5,5,0,0,0,0,0,0
"2659","Choo JenSin","1.02e+16","Take your first FREE Grab ride (up to SGD8) using https://invite.grab.co/3AEACC  Also join the #1 hourly rental driver FB group at TinyURL.com/GrabPowerHour to chat with fellow hourly rental drivers, learn from each other, and share tips & tricks of the trade.","790430734442246_791040774381242",NA,2017-03-24 04:03:12,2017-03-24 20:03:12,"2017-3-24",20,5,41,1,0,0,3,0
"2660","Reiz Mai Nau Raff","1.87e+15","Sangeetha Krishnan Shahidah Yusof Nur Hashima Juliana Paul i think we can win this for our dept hands down!! ","789198101232176_789622371189749",NA,2017-03-21 16:37:10,2017-03-22 08:37:10,"2017-3-22",8,3,20,4,0,0,0,1
"2661","Marina Chua","1.02e+16","Kane Lim","789198101232176_798722356946417",NA,2017-04-06 04:30:49,2017-04-06 20:30:49,"2017-4-6",20,4,2,0,0,0,0,0
"2662","Shareeda Morrison","1.02e+16","Liyana Morrison","789198101232176_794567104028609",NA,2017-03-30 15:38:07,2017-03-31 07:38:07,"2017-3-31",7,5,2,0,0,0,0,0
"2663","Elaine Aw","1.02e+16","Is the NTU5 promo code fully redeemed ? Why is it that the discount is not reflected at payment despite promo code being keyed in successfully.","788861781265808_791171061034880",NA,2017-03-24 09:39:36,2017-03-25 01:39:36,"2017-3-25",1,6,26,2,0,0,1,0
"2664","Juyyo","1.64e+15","This Promo Code have been Featured on https://www.juyyo.com/promo/UlIV_e4/ntu5offgrabsharepromocode","788861781265808_789874531164533",NA,2017-03-22 02:23:41,2017-03-22 18:23:41,"2017-3-22",18,3,8,0,0,0,0,0
"2665","Marcus Lim","1.02e+16","U think only NTU students will use this code?","788861781265808_788940564591263",NA,2017-03-20 14:03:46,2017-03-21 06:03:46,"2017-3-21",6,2,9,0,0,0,0,0
"2666","Alenzo Gill","9.67e+14","0","788861781265808_788865564598763",NA,2017-03-20 10:46:22,2017-03-21 02:46:22,"2017-3-21",2,2,0,0,0,0,0,0
"2667","Bobby Bob Sawadikap","4.77e+14","NTU only? Promo for home team as well lah...","788861781265808_788879527930700",NA,2017-03-20 11:18:57,2017-03-21 03:18:57,"2017-3-21",3,2,9,0,0,0,0,0
"2668","Janice Ho","1.02e+16","Frederick Ang promo code","788861781265808_789401534545166",NA,2017-03-21 09:05:41,2017-03-22 01:05:41,"2017-3-22",1,3,4,0,0,0,0,0
"2669","Mardhiah Ithnain","1.02e+16","Azhar Az","788861781265808_790136367805016",NA,2017-03-22 13:29:22,2017-03-23 05:29:22,"2017-3-23",5,4,2,0,0,0,0,0
"2670","Bala Jaisankar","1.62e+15","Sathya Rajaram","788861781265808_790994444385875",NA,2017-03-24 02:00:13,2017-03-24 18:00:13,"2017-3-24",18,5,2,0,0,0,0,0
"2671","Gabriel Ng","1.02e+16","Tan Chee Wee","788861781265808_789288754556444",NA,2017-03-21 05:59:49,2017-03-21 21:59:49,"2017-3-21",21,2,3,0,0,0,0,0
"2672","Thomas Teng","1.98e+15","Heng Si Yong","788861781265808_788867747931878",NA,2017-03-20 10:50:46,2017-03-21 02:50:46,"2017-3-21",2,2,3,0,0,0,0,0
"2673","Chew Yun Jin","1.02e+16","Willie Ang","788861781265808_789617064523613",NA,2017-03-21 16:18:27,2017-03-22 08:18:27,"2017-3-22",8,3,2,0,0,0,0,0
"2674","Casteels TzuMing","1.02e+16","Tessa Wong","788861781265808_789198037898849",NA,2017-03-21 02:06:25,2017-03-21 18:06:25,"2017-3-21",18,2,2,0,0,0,0,0
"2675","CL Lok","2.12e+14","Congrats NTU. Be careful not to meet the blacksheep drivers here: https://www.facebook.com/groups/597215097135772/","788861781265808_788896071262379",NA,2017-03-20 12:12:17,2017-03-21 04:12:17,"2017-3-21",4,2,12,2,0,0,2,0
"2676","Van Tan","1.02e+16","Dear grab I wonder how long you will take to resolve my card issues which I have already called and reported since 8 of March. For 3 times I've called, what your customers officers did was to procrastinate. Each of them promised that the issues will be resolved within 3 working days. None of them fulfill that promise. It really makes me wonder about your efficiencies and credibility.","788267317991921_789889864496333",NA,2017-03-22 03:06:09,2017-03-22 19:06:09,"2017-3-22",19,3,68,1.66666666666667,0,0,6,0
"2677","Kenneth Zhong Kai Yi","1.02e+16","Promo code doesn't work ?!? Tried around 6pm and it says not eligible? When I just took a GrabShare around 3.47pm, and the unlock promotion notification came in","788267317991921_788861111265875",NA,2017-03-20 10:30:04,2017-03-21 02:30:04,"2017-3-21",2,2,28,0,0,0,0,0
"2678","Papolu Shanthi Raju","1.42e+15","When we invite friends the promo code given us is  not working","788267317991921_790606197758033",NA,2017-03-23 10:47:40,2017-03-24 02:47:40,"2017-3-24",2,5,12,1,0,0,1,0
"2679","Calvin Theng","1.02e+16","Good promotion.  But very sadly majority of your drivers don't accept share request... especially short trips...","788267317991921_788354574649862",NA,2017-03-19 12:41:08,2017-03-20 04:41:08,"2017-3-20",4,1,16,0.75,0,1,3,0
"2680","Peter Chua","1.02e+16","Why is the info on the driver's apps such as credit balance, acceptance rate and cancellation rate not updated immediately after a ride?  The info is always updated late.  Can it be improved","788267317991921_790092921142694",NA,2017-03-22 12:01:57,2017-03-23 04:01:57,"2017-3-23",4,4,33,2,0,0,1,0
"2681","Why Not Deals Singapore","9.53e+14","This promotion has been featured at https://www.whynotdeals.com/deals/grabsingapore5off2ndgrabshareridepromotion2026mar2017/","788267317991921_788405174644802",NA,2017-03-19 14:44:10,2017-03-20 06:44:10,"2017-3-20",6,1,7,0,0,0,0,0
"2682","Edwin Toh","1.02e+16","Grab think their Driver Partners wear RED underwear outside and their cars run on air ah!","788267317991921_788616581290328",NA,2017-03-20 00:15:50,2017-03-20 16:15:50,"2017-3-20",16,1,16,0,0,0,0,0
"2683","Val Huixin Ang","1.02e+16","Zheng Lola tai if next time we share tgt again can try this code.","788267317991921_789838811168105",NA,2017-03-22 00:53:33,2017-03-22 16:53:33,"2017-3-22",16,3,14,1,0,0,1,0
"2684","Perry Hou JunJie","1.02e+16","The promo code is not working.. please advise thanksss :)","788267317991921_788880574597262","positive",2017-03-20 11:23:45,2017-03-21 03:23:45,"2017-3-21",3,2,10,1,0,0,1,0
"2685","  ","1.52e+15","I tried to notice some of responsible from( Grab company) by the Email but they didn't reply till now I hope u consern and reply or send me any email from the person who charge of  my request and I guaranty that will succeed 90% at egypt.!","788267317991921_788524414632878",NA,2017-03-19 20:01:23,2017-03-20 12:01:23,"2017-3-20",12,1,47,2,0,0,2,0
"2686","John John","1.02e+16","Uber released unlimited. Waiting for grab counter offer. Usually I support grab more than Uber","788267317991921_791178651034121",NA,2017-03-24 10:06:06,2017-03-25 02:06:06,"2017-3-25",2,6,15,2,0,0,1,0
"2687","Alenzo Gill","9.67e+14","0","788267317991921_788803617938291",NA,2017-03-20 07:15:08,2017-03-20 23:15:08,"2017-3-20",23,1,0,0,0,0,0,0
"2688","Juyyo","1.64e+15","This Promo Code have been Featured on https://www.juyyo.com/promo/60DEwvK/grabsingapore2026march5off2ndgrabshareri","788267317991921_788741417944511",NA,2017-03-20 04:19:32,2017-03-20 20:19:32,"2017-3-20",20,1,8,0,0,0,0,0
"2689","Ong Xu Wei","1.8e+15","Who the fu*k even uses Grab pay","788267317991921_788417101310276",NA,2017-03-19 15:14:12,2017-03-20 07:14:12,"2017-3-20",7,1,7,0,0,0,0,0
"2690","Jenny Koh","1.02e+16","It's says I am not eligible. Why? I am gg to take a ride now","788267317991921_788620324623287",NA,2017-03-20 00:27:35,2017-03-20 16:27:35,"2017-3-20",16,1,15,0,0,0,0,0
